request_id,timestamp,model_version,prompt_version,query_category,retrieval_score,retrieval_success,tool_required,tool_selected_correctly,structured_output_valid,groundedness_score,correctness_score,human_pass,latency_seconds,input_tokens,output_tokens,cost_usd,failure_category
REQ-04167,2026-06-06 21:58:03,model_v2,prompt_v2,general,0.508,False,True,True,True,0.474,0.676,True,4.33,904,424,0.0065,retrieval_failure
REQ-04168,2026-06-06 22:07:25,model_v2,prompt_v2,general,0.963,True,True,True,True,1.0,0.958,True,5.24,2106,133,0.0075,none
REQ-04169,2026-06-06 22:12:27,model_v2,prompt_v2,technical_support,0.863,True,False,True,True,0.688,0.832,True,3.3,2270,216,0.0088,grounding_failure
REQ-04170,2026-06-06 22:13:54,model_v2,prompt_v2,technical_support,0.717,True,True,True,True,0.845,0.736,False,3.94,2515,249,0.0098,answer_quality_failure
REQ-04171,2026-06-06 22:14:23,model_v2,prompt_v2,policy,0.94,True,False,True,True,0.946,0.851,True,2.72,3162,794,0.0166,none
REQ-04172,2026-06-06 22:26:36,model_v2,prompt_v2,billing,0.845,True,True,True,True,0.835,0.865,True,4.58,2767,444,0.0123,none
REQ-04173,2026-06-06 22:32:21,model_v2,prompt_v2,technical_support,0.654,True,False,True,True,0.685,0.824,True,2.65,2179,783,0.0136,grounding_failure
REQ-04174,2026-06-06 22:41:51,model_v2,prompt_v2,billing,0.927,True,False,True,True,0.956,0.952,True,3.3,2341,595,0.0124,none
REQ-04175,2026-06-06 22:45:58,model_v2,prompt_v2,technical_support,0.556,False,False,True,True,0.738,0.66,True,2.14,2479,196,0.0092,retrieval_failure
REQ-04176,2026-06-06 22:53:19,model_v2,prompt_v2,general,0.798,True,False,True,True,0.896,0.857,False,2.34,508,854,0.0092,none
REQ-04177,2026-06-06 23:02:27,model_v2,prompt_v2,policy,0.769,True,False,True,True,0.878,0.833,True,3.14,1507,448,0.0086,none
REQ-04178,2026-06-06 23:33:14,model_v2,prompt_v2,general,0.844,True,True,True,True,0.743,0.8,True,5.82,1062,382,0.0066,none
REQ-04179,2026-06-06 23:53:19,model_v2,prompt_v2,policy,0.795,True,True,True,True,0.769,0.859,True,3.5,504,245,0.0037,none
REQ-04180,2026-06-06 23:53:59,model_v2,prompt_v2,product_question,0.463,False,False,True,True,0.557,0.574,True,3.19,3391,634,0.0159,retrieval_failure
REQ-04181,2026-06-07 00:09:52,model_v2,prompt_v2,policy,0.939,True,False,True,True,0.914,0.894,True,4.0,678,255,0.0043,none
REQ-04182,2026-06-07 00:17:35,model_v2,prompt_v2,product_question,0.735,True,False,True,True,0.798,0.749,True,3.1,2828,160,0.0099,answer_quality_failure
REQ-04183,2026-06-07 00:50:14,model_v2,prompt_v2,technical_support,0.809,True,True,True,True,0.901,0.829,True,3.64,2328,870,0.0148,none
REQ-04184,2026-06-07 00:55:16,model_v2,prompt_v2,account,0.918,True,False,True,True,0.895,1.0,True,3.99,2437,163,0.0088,none
REQ-04185,2026-06-07 01:01:45,model_v2,prompt_v2,technical_support,0.851,True,False,True,True,0.908,0.852,True,2.32,2925,246,0.011,none
REQ-04186,2026-06-07 01:08:11,model_v2,prompt_v2,account,0.77,True,True,True,True,0.776,0.796,True,3.47,2711,842,0.0157,none
REQ-04187,2026-06-07 01:21:50,model_v2,prompt_v2,technical_support,0.966,True,True,True,True,1.0,1.0,True,3.76,3357,404,0.0137,none
REQ-04188,2026-06-07 01:25:13,model_v2,prompt_v2,billing,0.657,True,True,True,True,0.683,0.814,True,2.92,2613,649,0.0137,grounding_failure
REQ-04189,2026-06-07 01:52:41,model_v2,prompt_v2,product_question,0.572,False,False,True,True,0.626,0.668,True,2.42,2143,738,0.0131,retrieval_failure
REQ-04190,2026-06-07 01:59:54,model_v2,prompt_v2,account,0.747,True,True,True,True,0.805,0.898,True,3.32,2014,259,0.0084,none
REQ-04191,2026-06-07 02:04:47,model_v2,prompt_v2,account,0.86,True,True,True,True,0.94,0.848,True,3.03,705,155,0.0035,none
REQ-04192,2026-06-07 02:08:24,model_v2,prompt_v2,technical_support,0.867,True,False,True,True,0.81,0.918,True,2.06,853,777,0.0096,none
REQ-04193,2026-06-07 02:22:43,model_v2,prompt_v2,billing,0.946,True,True,True,True,0.894,0.93,True,3.26,715,617,0.0077,none
REQ-04194,2026-06-07 02:28:32,model_v2,prompt_v2,general,0.817,True,False,True,True,0.806,0.88,False,2.76,2275,107,0.0078,none
REQ-04195,2026-06-07 02:31:30,model_v2,prompt_v2,technical_support,0.915,True,True,True,True,0.823,0.938,True,3.59,1726,641,0.0109,none
REQ-04196,2026-06-07 02:47:18,model_v2,prompt_v2,technical_support,0.833,True,False,True,True,0.803,0.857,True,3.65,2361,457,0.0112,none
REQ-04197,2026-06-07 02:49:29,model_v2,prompt_v2,billing,0.675,True,True,True,True,0.691,0.793,False,4.11,2199,762,0.0135,grounding_failure
REQ-04198,2026-06-07 03:15:13,model_v2,prompt_v2,policy,0.795,True,True,True,True,0.91,0.917,True,2.56,1666,751,0.0118,none
REQ-04199,2026-06-07 03:19:56,model_v2,prompt_v2,product_question,0.43,False,False,True,True,0.591,0.529,False,2.47,1257,396,0.0073,retrieval_failure
REQ-04200,2026-06-07 04:02:05,model_v2,prompt_v2,technical_support,0.811,True,True,True,True,0.792,0.795,True,3.1,3172,570,0.0146,none
REQ-04201,2026-06-07 04:17:58,model_v2,prompt_v2,account,0.748,True,True,True,True,0.917,0.906,False,3.8,1818,561,0.0105,none
REQ-04202,2026-06-07 04:19:18,model_v2,prompt_v2,policy,0.652,True,False,True,True,0.851,0.676,True,4.18,3139,159,0.0108,answer_quality_failure
REQ-04203,2026-06-07 04:45:35,model_v2,prompt_v2,general,0.837,True,False,True,True,0.965,0.835,True,2.59,3187,565,0.0146,none
REQ-04204,2026-06-07 05:10:44,model_v2,prompt_v2,technical_support,0.64,True,False,True,True,0.685,0.837,True,2.37,2602,412,0.0115,grounding_failure
REQ-04205,2026-06-07 05:17:13,model_v2,prompt_v2,billing,0.864,True,True,True,True,0.935,0.886,True,4.09,2871,625,0.0142,none
REQ-04206,2026-06-07 05:26:25,model_v2,prompt_v2,billing,0.474,False,False,True,True,0.759,0.7,True,2.22,1340,670,0.01,retrieval_failure
REQ-04207,2026-06-07 05:34:05,model_v2,prompt_v2,billing,0.866,True,True,True,True,0.836,0.909,True,3.12,3342,609,0.0155,none
REQ-04208,2026-06-07 05:38:05,model_v2,prompt_v2,policy,0.657,True,False,True,True,0.712,0.787,True,3.04,1314,116,0.005,none
REQ-04209,2026-06-07 05:42:08,model_v2,prompt_v2,general,0.899,True,False,True,True,0.854,0.873,False,2.39,2712,726,0.0147,none
REQ-04210,2026-06-07 05:42:45,model_v2,prompt_v2,general,0.875,True,True,True,True,0.885,0.879,True,5.69,3167,152,0.0109,none
REQ-04211,2026-06-07 05:54:14,model_v2,prompt_v2,policy,0.761,True,False,True,True,0.922,0.988,True,3.19,588,175,0.0033,none
REQ-04212,2026-06-07 06:04:32,model_v2,prompt_v2,billing,0.759,True,False,True,True,0.798,0.748,True,2.85,1303,344,0.007,answer_quality_failure
REQ-04213,2026-06-07 06:05:59,model_v2,prompt_v2,general,0.77,True,False,True,True,0.761,0.781,True,2.96,1664,179,0.0066,none
REQ-04214,2026-06-07 06:08:50,model_v2,prompt_v2,technical_support,0.789,True,False,True,True,0.806,0.773,True,2.26,1181,305,0.0063,none
REQ-04215,2026-06-07 06:14:57,model_v2,prompt_v2,technical_support,0.57,False,False,True,True,0.753,0.719,True,2.77,1804,328,0.0084,retrieval_failure
REQ-04216,2026-06-07 06:19:32,model_v2,prompt_v2,product_question,0.788,True,False,True,True,0.615,0.739,False,2.31,2894,570,0.0138,grounding_failure
REQ-04217,2026-06-07 06:41:02,model_v2,prompt_v2,billing,0.829,True,True,True,True,0.866,0.951,True,4.11,1778,761,0.0122,none
REQ-04218,2026-06-07 07:13:41,model_v2,prompt_v2,policy,0.593,False,False,True,True,0.67,0.815,True,4.96,1012,812,0.0103,retrieval_failure
REQ-04219,2026-06-07 07:33:56,model_v2,prompt_v2,general,0.64,True,False,True,True,0.67,0.739,True,2.3,1158,226,0.0055,grounding_failure
REQ-04220,2026-06-07 07:37:36,model_v2,prompt_v2,policy,0.792,True,False,True,True,0.692,0.754,True,2.56,2332,496,0.0115,grounding_failure
REQ-04221,2026-06-07 08:09:21,model_v2,prompt_v2,policy,0.798,True,False,True,True,0.862,0.97,True,2.9,2202,106,0.0076,none
REQ-04222,2026-06-07 08:23:26,model_v2,prompt_v2,technical_support,0.717,True,True,True,True,0.745,0.749,True,4.94,1125,582,0.0086,answer_quality_failure
REQ-04223,2026-06-07 08:37:07,model_v2,prompt_v2,billing,0.773,True,False,True,True,0.834,0.855,True,4.84,812,423,0.0062,none
REQ-04224,2026-06-07 08:42:55,model_v2,prompt_v2,policy,0.914,True,False,True,True,0.815,0.922,True,2.79,3125,229,0.0114,none
REQ-04225,2026-06-07 09:17:54,model_v2,prompt_v2,product_question,0.656,True,False,True,True,0.594,0.67,True,4.04,2830,241,0.0107,grounding_failure
REQ-04226,2026-06-07 09:28:04,model_v2,prompt_v2,general,0.884,True,True,True,True,0.789,0.855,True,4.27,2659,299,0.0107,none
REQ-04227,2026-06-07 09:35:42,model_v2,prompt_v2,billing,0.938,True,False,True,True,0.894,1.0,True,2.61,1210,142,0.0049,none
REQ-04228,2026-06-07 09:41:34,model_v2,prompt_v2,account,0.544,False,True,True,True,0.527,0.678,True,2.62,962,146,0.0042,retrieval_failure
REQ-04229,2026-06-07 09:41:39,model_v2,prompt_v2,technical_support,0.931,True,False,True,True,0.915,0.963,True,2.49,975,580,0.0081,none
REQ-04230,2026-06-07 09:56:07,model_v2,prompt_v2,product_question,0.771,True,False,True,True,0.918,0.91,True,2.8,1494,724,0.011,none
REQ-04231,2026-06-07 10:12:05,model_v2,prompt_v2,policy,0.918,True,True,True,True,0.722,0.905,False,4.06,1793,351,0.0085,none
REQ-04232,2026-06-07 10:37:59,model_v2,prompt_v2,general,0.674,True,False,True,True,0.688,0.821,True,6.27,933,734,0.0094,grounding_failure
REQ-04233,2026-06-07 11:04:02,model_v2,prompt_v2,account,0.676,True,True,True,True,0.727,0.804,True,3.69,737,412,0.0059,none
REQ-04234,2026-06-07 11:16:53,model_v2,prompt_v2,technical_support,0.837,True,True,True,True,0.83,0.862,True,3.36,2118,668,0.0124,none
REQ-04235,2026-06-07 11:17:20,model_v2,prompt_v2,billing,0.957,True,False,True,True,1.0,1.0,True,2.23,2342,273,0.0095,none
REQ-04236,2026-06-07 11:22:23,model_v2,prompt_v2,account,0.853,True,True,True,True,0.824,0.84,True,3.13,2243,889,0.0147,none
REQ-04237,2026-06-07 11:38:25,model_v2,prompt_v2,technical_support,0.685,True,True,True,True,0.725,0.752,True,3.7,2500,675,0.0136,none
REQ-04238,2026-06-07 11:51:15,model_v2,prompt_v2,product_question,0.814,True,False,True,True,0.804,0.936,True,2.75,1633,768,0.0118,none
REQ-04239,2026-06-07 12:27:28,model_v2,prompt_v2,technical_support,0.968,True,True,True,True,0.963,1.0,True,5.49,1300,551,0.0089,none
REQ-04240,2026-06-07 12:40:09,model_v2,prompt_v2,technical_support,0.803,True,True,True,True,0.937,0.857,True,4.66,1960,845,0.0135,none
REQ-04241,2026-06-07 12:53:32,model_v2,prompt_v2,product_question,0.857,True,True,True,True,0.857,0.857,True,4.18,601,372,0.0052,none
REQ-04242,2026-06-07 12:55:39,model_v2,prompt_v2,policy,0.914,True,False,True,True,1.0,0.947,True,2.67,651,303,0.0047,none
REQ-04243,2026-06-07 13:14:16,model_v2,prompt_v2,account,0.68,True,False,True,True,0.749,0.799,False,2.62,1230,767,0.0106,none
REQ-04244,2026-06-07 13:53:25,model_v2,prompt_v2,technical_support,0.955,True,False,True,True,0.833,0.925,True,2.99,1519,791,0.0117,none
REQ-04245,2026-06-07 14:17:17,model_v2,prompt_v2,product_question,0.663,True,False,True,True,0.809,0.756,False,3.19,2560,273,0.0101,none
REQ-04246,2026-06-07 14:26:58,model_v2,prompt_v2,policy,0.569,False,True,True,True,0.668,0.751,False,3.61,2946,781,0.0159,retrieval_failure
REQ-04247,2026-06-07 14:57:35,model_v2,prompt_v2,policy,0.815,True,False,True,True,0.93,0.89,True,3.42,1069,459,0.0073,none
REQ-04248,2026-06-07 15:00:31,model_v2,prompt_v2,account,0.85,True,False,True,True,0.91,0.95,True,3.45,3315,106,0.0109,none
REQ-04249,2026-06-07 15:06:05,model_v2,prompt_v2,technical_support,0.875,True,False,True,True,0.934,0.923,True,2.28,631,539,0.0067,none
REQ-04250,2026-06-07 15:07:09,model_v2,prompt_v2,general,0.966,True,False,True,True,0.874,0.85,True,2.97,886,525,0.0074,none
REQ-04251,2026-06-07 15:20:55,model_v2,prompt_v2,technical_support,0.922,True,True,True,True,0.832,0.94,True,5.12,2863,877,0.0165,none
REQ-04252,2026-06-07 15:33:47,model_v2,prompt_v2,technical_support,0.913,True,False,True,True,0.89,0.979,False,2.55,1947,121,0.0069,none
REQ-04253,2026-06-07 15:36:15,model_v2,prompt_v2,general,0.89,True,False,True,True,0.783,0.908,True,2.44,1689,412,0.0088,none
REQ-04254,2026-06-07 15:42:45,model_v2,prompt_v2,billing,0.668,True,True,True,True,0.658,0.658,True,3.53,3006,129,0.0102,grounding_failure
REQ-04255,2026-06-07 16:13:31,model_v2,prompt_v2,product_question,0.724,True,True,True,True,0.718,0.811,False,3.4,2521,655,0.0135,none
REQ-04256,2026-06-07 16:21:24,model_v2,prompt_v2,general,0.881,True,False,True,True,0.787,0.853,True,2.69,1134,186,0.0051,none
REQ-04257,2026-06-07 16:35:10,model_v2,prompt_v2,billing,0.983,True,False,True,True,0.931,0.967,True,3.65,3152,351,0.0126,none
REQ-04258,2026-06-07 16:46:41,model_v2,prompt_v2,product_question,0.61,True,False,True,True,0.698,0.767,True,2.25,1889,791,0.0128,grounding_failure
REQ-04259,2026-06-07 16:49:46,model_v2,prompt_v2,technical_support,0.842,True,False,True,True,0.81,0.855,True,3.7,1692,113,0.0061,none
REQ-04260,2026-06-07 16:55:38,model_v2,prompt_v2,general,0.679,True,False,True,True,0.654,0.796,True,2.85,958,713,0.0093,grounding_failure
REQ-04261,2026-06-07 17:11:31,model_v2,prompt_v2,general,0.822,True,False,True,True,0.776,0.882,True,2.24,1701,433,0.009,none
REQ-04262,2026-06-07 17:14:40,model_v2,prompt_v2,general,0.66,True,False,True,True,0.745,0.793,False,3.22,1905,788,0.0128,none
REQ-04263,2026-06-07 17:42:01,model_v2,prompt_v2,billing,0.89,True,True,True,True,0.861,0.883,True,3.84,3223,370,0.013,none
REQ-04264,2026-06-07 17:49:36,model_v2,prompt_v2,policy,0.867,True,True,True,True,0.871,0.956,True,4.09,1209,668,0.0096,none
REQ-04265,2026-06-07 18:21:12,model_v2,prompt_v2,general,0.826,True,False,True,True,0.774,0.943,True,3.06,2345,845,0.0146,none
REQ-04266,2026-06-07 18:22:57,model_v2,prompt_v2,product_question,0.81,True,False,True,True,0.856,0.867,True,3.3,3091,745,0.016,none
REQ-04267,2026-06-07 18:35:51,model_v2,prompt_v2,product_question,0.827,True,True,True,True,0.892,0.855,False,3.86,805,533,0.0072,none
REQ-04268,2026-06-07 18:40:09,model_v2,prompt_v2,billing,0.895,True,False,True,True,0.79,0.866,False,3.47,2203,446,0.0106,none
REQ-04269,2026-06-07 19:19:24,model_v2,prompt_v2,general,0.945,True,True,False,True,0.882,0.933,True,3.36,2500,217,0.0095,tool_selection_failure
REQ-04270,2026-06-07 19:28:58,model_v2,prompt_v2,billing,0.749,True,False,True,True,0.67,0.8,False,3.02,2554,366,0.011,grounding_failure
REQ-04271,2026-06-07 19:33:41,model_v2,prompt_v2,account,0.634,True,True,True,True,0.769,0.753,True,3.87,916,548,0.0077,none
REQ-04272,2026-06-07 19:42:36,model_v2,prompt_v2,general,0.77,True,False,True,True,0.956,0.831,True,3.62,2593,799,0.015,none
REQ-04273,2026-06-07 19:45:21,model_v2,prompt_v2,general,0.616,True,False,True,True,0.764,0.781,True,3.27,1458,520,0.0091,none
REQ-04274,2026-06-07 19:45:39,model_v2,prompt_v2,general,0.903,True,False,True,True,0.877,0.952,True,2.6,2736,604,0.0136,none
REQ-04275,2026-06-07 19:58:28,model_v2,prompt_v2,technical_support,0.952,True,False,True,True,0.93,0.946,True,3.19,1137,587,0.0087,none
REQ-04276,2026-06-07 20:01:09,model_v2,prompt_v2,billing,0.63,True,True,True,True,0.749,0.777,True,3.5,2628,784,0.0149,none
REQ-04277,2026-06-07 20:08:41,model_v2,prompt_v2,technical_support,0.78,True,True,True,True,0.718,0.85,True,3.12,2959,850,0.0165,none
REQ-04278,2026-06-07 20:29:08,model_v2,prompt_v2,billing,0.561,False,False,True,True,0.668,0.764,True,2.76,775,634,0.008,retrieval_failure
REQ-04279,2026-06-07 20:42:09,model_v2,prompt_v2,general,0.963,True,False,True,True,0.924,0.902,True,2.38,2525,617,0.0131,none
REQ-04280,2026-06-07 20:45:25,model_v2,prompt_v2,product_question,0.557,False,False,True,True,0.646,0.659,True,2.67,2413,149,0.0086,retrieval_failure
REQ-04281,2026-06-07 21:19:19,model_v2,prompt_v2,technical_support,0.918,True,False,True,True,0.867,0.896,True,3.24,2635,535,0.0127,none
REQ-04282,2026-06-07 21:20:47,model_v2,prompt_v2,billing,0.876,True,True,True,True,0.876,0.905,True,4.83,2808,542,0.0133,none
REQ-04283,2026-06-07 21:22:13,model_v2,prompt_v2,technical_support,0.489,False,False,True,True,0.547,0.618,False,2.36,810,648,0.0083,retrieval_failure
REQ-04284,2026-06-07 21:41:02,model_v2,prompt_v2,general,0.717,True,True,True,True,0.713,0.774,True,3.31,1361,678,0.0102,none
REQ-04285,2026-06-07 21:52:26,model_v2,prompt_v2,product_question,0.724,True,False,True,True,0.79,0.856,True,2.39,2523,580,0.0128,none
REQ-04286,2026-06-07 21:53:43,model_v2,prompt_v2,billing,0.75,True,False,True,True,0.784,0.736,False,2.62,1868,668,0.0116,answer_quality_failure
REQ-04287,2026-06-07 22:22:13,model_v2,prompt_v2,billing,0.849,True,False,True,True,0.853,0.837,True,5.34,1434,218,0.0063,none
REQ-04288,2026-06-07 22:27:27,model_v2,prompt_v2,technical_support,0.821,True,True,True,True,0.901,0.843,True,2.97,1077,189,0.0049,none
REQ-04289,2026-06-07 23:38:07,model_v2,prompt_v2,billing,0.731,True,False,True,True,0.768,0.886,True,4.41,2910,899,0.0168,none
REQ-04290,2026-06-08 00:23:04,model_v2,prompt_v2,general,0.787,True,False,True,True,0.797,0.848,True,3.31,3344,745,0.0167,none
REQ-04291,2026-06-08 00:59:19,model_v2,prompt_v2,product_question,0.768,True,False,True,True,0.845,0.86,False,2.77,1271,894,0.0119,none
REQ-04292,2026-06-08 01:11:59,model_v2,prompt_v2,billing,0.819,True,False,True,True,0.956,0.847,True,2.72,1266,451,0.0079,none
REQ-04293,2026-06-08 01:48:37,model_v2,prompt_v2,policy,0.819,True,True,True,True,0.799,0.828,True,4.71,3458,742,0.0171,none
REQ-04294,2026-06-08 01:58:55,model_v2,prompt_v2,technical_support,0.443,False,False,True,False,0.619,0.489,False,2.53,1481,714,0.0109,retrieval_failure
REQ-04295,2026-06-08 02:00:04,model_v2,prompt_v2,account,0.854,True,False,True,True,0.837,0.886,True,4.67,1571,159,0.0061,none
REQ-04296,2026-06-08 02:05:33,model_v2,prompt_v2,product_question,0.827,True,True,True,True,0.771,0.814,True,3.72,1519,540,0.0094,none
REQ-04297,2026-06-08 02:08:35,model_v2,prompt_v2,billing,0.792,True,False,True,True,0.813,0.752,True,2.65,1200,458,0.0077,none
REQ-04298,2026-06-08 02:13:41,model_v2,prompt_v2,technical_support,0.92,True,True,False,True,0.94,0.906,True,4.05,621,620,0.0074,tool_selection_failure
REQ-04299,2026-06-08 02:16:05,model_v2,prompt_v2,policy,0.835,True,False,True,True,0.784,0.805,True,3.67,1455,749,0.0111,none
REQ-04300,2026-06-08 02:24:41,model_v2,prompt_v2,general,0.885,True,False,True,True,0.953,0.931,True,4.48,3068,551,0.0142,none
REQ-04301,2026-06-08 02:34:14,model_v2,prompt_v2,technical_support,0.881,True,True,True,True,0.845,0.914,True,3.95,3239,554,0.0147,none
REQ-04302,2026-06-08 02:42:08,model_v2,prompt_v2,product_question,0.894,True,True,True,True,0.85,1.0,True,3.0,1037,511,0.0077,none
REQ-04303,2026-06-08 03:02:48,model_v2,prompt_v2,account,0.875,True,True,True,True,0.921,0.889,True,3.58,3443,205,0.0122,none
REQ-04304,2026-06-08 03:04:01,model_v2,prompt_v2,product_question,0.983,True,True,True,True,0.958,0.982,True,3.06,2332,308,0.0098,none
REQ-04305,2026-06-08 03:28:28,model_v2,prompt_v2,account,0.93,True,False,True,True,0.853,0.918,True,3.32,2719,124,0.0093,none
REQ-04306,2026-06-08 04:23:59,model_v2,prompt_v2,product_question,0.645,True,False,True,True,0.628,0.69,True,2.51,1014,356,0.0062,grounding_failure
REQ-04307,2026-06-08 04:30:16,model_v2,prompt_v2,billing,0.861,True,False,True,True,0.98,0.933,True,2.58,3071,379,0.0126,none
REQ-04308,2026-06-08 04:30:41,model_v2,prompt_v2,general,0.913,True,False,True,True,0.906,0.972,True,3.47,2176,788,0.0136,none
REQ-04309,2026-06-08 04:33:18,model_v2,prompt_v2,general,0.621,True,False,True,True,0.835,0.809,True,3.43,500,289,0.0041,none
REQ-04310,2026-06-08 04:46:55,model_v2,prompt_v2,technical_support,0.601,True,False,True,True,0.657,0.765,True,2.43,681,390,0.0056,grounding_failure
REQ-04311,2026-06-08 04:53:55,model_v2,prompt_v2,policy,0.787,True,True,True,True,0.835,0.804,False,3.77,2786,125,0.0095,none
REQ-04312,2026-06-08 04:55:28,model_v2,prompt_v2,billing,0.803,True,False,True,True,0.735,0.838,True,2.86,953,283,0.0054,none
REQ-04313,2026-06-08 05:05:39,model_v2,prompt_v2,policy,0.791,True,False,True,True,0.743,0.735,True,2.52,1393,580,0.0094,answer_quality_failure
REQ-04314,2026-06-08 06:04:47,model_v2,prompt_v2,account,0.881,True,False,True,True,0.842,0.792,True,2.94,3022,843,0.0167,none
REQ-04315,2026-06-08 06:23:17,model_v2,prompt_v2,billing,0.797,True,False,True,True,0.934,0.983,True,2.8,1055,656,0.0091,none
REQ-04316,2026-06-08 06:32:12,model_v2,prompt_v2,product_question,0.967,True,True,True,False,0.945,0.967,True,3.66,3484,507,0.015,invalid_structured_output
REQ-04317,2026-06-08 06:40:30,model_v2,prompt_v2,technical_support,0.506,False,True,True,True,0.705,0.73,True,4.37,1437,703,0.0106,retrieval_failure
REQ-04318,2026-06-08 06:55:12,model_v2,prompt_v2,technical_support,0.804,True,False,True,True,0.965,0.93,True,2.29,1650,835,0.0125,none
REQ-04319,2026-06-08 07:33:10,model_v2,prompt_v2,technical_support,0.885,True,True,True,True,0.942,0.921,True,3.16,2373,463,0.0113,none
REQ-04320,2026-06-08 07:46:57,model_v2,prompt_v2,billing,0.98,True,False,True,True,1.0,1.0,True,2.53,2680,391,0.0116,none
REQ-04321,2026-06-08 08:11:43,model_v2,prompt_v2,billing,0.808,True,False,True,True,0.835,0.853,False,2.29,1478,893,0.0125,none
REQ-04322,2026-06-08 08:19:37,model_v2,prompt_v2,product_question,0.768,True,False,True,True,0.901,0.73,True,2.91,1125,131,0.0046,answer_quality_failure
REQ-04323,2026-06-08 08:22:12,model_v2,prompt_v2,product_question,0.731,True,False,True,True,0.801,0.829,True,2.42,3177,819,0.0169,none
REQ-04324,2026-06-08 08:40:06,model_v2,prompt_v2,billing,0.955,True,False,True,True,1.0,1.0,True,2.52,3417,720,0.0167,none
REQ-04325,2026-06-08 08:46:44,model_v2,prompt_v2,technical_support,0.838,True,True,True,True,0.822,0.787,True,4.34,1404,647,0.01,none
REQ-04326,2026-06-08 08:56:18,model_v2,prompt_v2,product_question,0.695,True,False,True,True,0.801,0.785,True,2.22,1765,315,0.0081,none
REQ-04327,2026-06-08 09:04:30,model_v2,prompt_v2,product_question,0.823,True,False,True,True,0.865,0.942,True,3.16,2766,210,0.0102,none
REQ-04328,2026-06-08 09:15:36,model_v2,prompt_v2,policy,0.959,True,False,True,True,0.901,0.999,True,4.01,1459,103,0.0053,none
REQ-04329,2026-06-08 09:17:45,model_v2,prompt_v2,technical_support,0.891,True,False,True,True,0.781,0.877,True,2.99,3487,720,0.0169,none
REQ-04330,2026-06-08 09:18:52,model_v2,prompt_v2,technical_support,0.7,True,True,True,True,0.777,0.752,True,3.81,516,875,0.0094,none
REQ-04331,2026-06-08 09:23:02,model_v2,prompt_v2,product_question,0.829,True,False,True,True,0.87,0.879,True,6.07,3133,242,0.0116,none
REQ-04332,2026-06-08 09:30:33,model_v2,prompt_v2,account,0.692,True,False,True,True,0.68,0.784,False,2.95,803,326,0.0053,grounding_failure
REQ-04333,2026-06-08 09:43:28,model_v2,prompt_v2,billing,0.858,True,False,True,True,0.868,0.936,False,3.06,2289,239,0.009,none
REQ-04334,2026-06-08 10:04:14,model_v2,prompt_v2,billing,0.947,True,False,True,True,0.936,0.94,True,3.6,2123,504,0.0109,none
REQ-04335,2026-06-08 10:25:21,model_v2,prompt_v2,policy,0.819,True,False,True,True,0.91,0.978,True,2.57,3264,728,0.0163,none
REQ-04336,2026-06-08 10:38:09,model_v2,prompt_v2,account,0.829,True,False,True,True,0.86,0.891,True,2.47,1626,535,0.0097,none
REQ-04337,2026-06-08 10:40:46,model_v2,prompt_v2,product_question,0.952,True,False,True,True,0.968,0.938,True,2.79,2870,652,0.0145,none
REQ-04338,2026-06-08 10:55:21,model_v2,prompt_v2,product_question,0.864,True,True,False,True,0.851,0.807,True,4.11,3111,570,0.0145,tool_selection_failure
REQ-04339,2026-06-08 10:56:42,model_v2,prompt_v2,technical_support,0.79,True,False,True,True,0.792,0.79,False,2.31,750,329,0.0052,none
REQ-04340,2026-06-08 10:57:02,model_v2,prompt_v2,policy,0.874,True,False,True,True,0.859,0.958,True,2.29,579,461,0.0059,none
REQ-04341,2026-06-08 11:26:48,model_v2,prompt_v2,product_question,0.333,False,False,True,True,0.485,0.548,False,2.27,3250,363,0.013,retrieval_failure
REQ-04342,2026-06-08 11:28:06,model_v2,prompt_v2,billing,0.939,True,True,True,True,0.894,0.763,True,3.23,3208,121,0.0107,none
REQ-04343,2026-06-08 11:38:41,model_v2,prompt_v2,policy,0.69,True,False,True,True,0.785,0.772,True,2.35,515,378,0.0049,none
REQ-04344,2026-06-08 11:44:36,model_v2,prompt_v2,technical_support,0.943,True,False,True,True,0.951,1.0,True,3.17,2582,584,0.013,none
REQ-04345,2026-06-08 11:51:11,model_v2,prompt_v2,technical_support,0.954,True,False,True,True,0.951,0.928,True,4.0,605,779,0.0088,none
REQ-04346,2026-06-08 12:49:45,model_v2,prompt_v2,product_question,0.823,True,True,True,True,0.857,0.792,False,4.0,3179,317,0.0124,none
REQ-04347,2026-06-08 12:53:03,model_v2,prompt_v2,product_question,0.828,True,False,True,True,0.931,0.865,True,2.48,2718,125,0.0093,none
REQ-04348,2026-06-08 12:55:13,model_v2,prompt_v2,account,0.729,True,False,True,True,0.866,0.868,True,5.06,980,342,0.006,none
REQ-04349,2026-06-08 13:26:24,model_v2,prompt_v2,general,0.821,True,True,True,True,0.844,0.854,True,3.04,2472,627,0.0131,none
REQ-04350,2026-06-08 13:41:12,model_v2,prompt_v2,product_question,0.662,True,False,True,True,0.839,0.74,False,2.59,804,899,0.0105,answer_quality_failure
REQ-04351,2026-06-08 13:47:04,model_v2,prompt_v2,product_question,0.795,True,False,True,True,0.916,0.91,True,2.66,3333,338,0.013,none
REQ-04352,2026-06-08 13:53:14,model_v2,prompt_v2,billing,0.854,True,False,True,True,0.866,0.958,True,3.5,2095,163,0.0078,none
